current_symbol	submitted_item	validated_id	FBID_KEY	ANNOTATION_SYMBOL	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN	LOCATION_STRAND	NAME	SYMBOL
NijC	NijC	FBgn0038079	FBgn0038079	CG14394	3R	12697379	12695129	1	Ninjurin C	NijC
NimA	NimA	FBgn0261514	FBgn0261514	CG42282	2L	13963381	13957539	1	Nimrod A	NimA
NimB1	NimB1	FBgn0027929	FBgn0027929	CG33119	2L	13965088	13963507	1	Nimrod B1	NimB1
NimB2	NimB2	FBgn0028543	FBgn0028543	CG31839	2L	13967018	13965012	-1	Nimrod B2	NimB2
NimB3	NimB3	FBgn0054003	FBgn0054003	CG34003	2L	13967985	13967464	-1	Nimrod B3	NimB3
NimB4	NimB4	FBgn0028542	FBgn0028542	CG33115	2L	13969976	13968280	-1	Nimrod B4	NimB4
NimB5	NimB5	FBgn0028936	FBgn0028936	CG16873	2L	13972173	13970177	1	Nimrod B5	NimB5
NimC1	NimC1	FBgn0259896	FBgn0259896	CG8942	2L	13976769	13973158	-1	Nimrod C1	NimC1
NimC2	NimC2	FBgn0028939	FBgn0028939	CG18146	2L	13983269	13980126	1	Nimrod C2	NimC2
NimC3	NimC3	FBgn0001967	FBgn0001967	CG16880	2L	14020208	14019357	-1	Nimrod C3	NimC3
NimC4	NimC4	FBgn0260011	FBgn0260011	CG16876	2L	14048863	14047582	1	Nimrod C4	NimC4
Nipped-A	Nipped-A	FBgn0053554	FBgn0053554	CG33554	2R	5251022	5177965	-1	Nipped-A	Nipped-A
Nipped-B	Nipped-B	FBgn0026401	FBgn0026401	CG17704	2R	4729017	4691672	-1	Nipped-B	Nipped-B
Nipsnap	Nipsnap	FBgn0030724	FBgn0030724	CG9212	X	16073568	16070365	-1	Nipsnap	Nipsnap
NitFhit	NitFhit	FBgn0024945	FBgn0024945	CG7067	3L	205309	203730	1	Nitrilase and fragile histidine triad fusion protein	NitFhit
Nle	Nle	FBgn0021874	FBgn0021874	CG2863	2L	568121	566366	-1	Notchless	Nle
Nlg1	Nlg1	FBgn0051146	FBgn0051146	CG31146	3R	7694874	7658247	1	Neuroligin 1	Nlg1
Nlg2	Nlg2	FBgn0031866	FBgn0031866	CG13772	2L	6906656	6874900	1	Neuroligin 2	Nlg2
Nlg3	Nlg3	FBgn0083963	FBgn0083963	CG34127	3R	7639434	7570281	-1	Neuroligin 3	Nlg3
Nlg4	Nlg4	FBgn0083975	FBgn0083975	CG34139	3R	20245473	20204809	1	Neuroligin 4	Nlg4
Nlp	Nlp	FBgn0016685	FBgn0016685	CG7917	3R	30010352	30004785	1	Nucleoplasmin	Nlp
Nmd3	Nmd3	FBgn0023542	FBgn0023542	CG3460	X	2184668	2182818	-1	Nonsense-mediated mRNA 3	Nmd3
Nmda1	Nmda1	FBgn0013305	FBgn0013305	CG3798	2R	12880230	12877094	-1	N-methyl-D-aspartate receptor-associated protein	Nmda1
Nmdar1	Nmdar1	FBgn0010399	FBgn0010399	CG2902	3R	5523328	5508842	-1	NMDA receptor 1	Nmdar1
Nmdar2	Nmdar2	FBgn0053513	FBgn0053513	CG33513	X	1507809	1483625	-1	NMDA receptor 2	Nmdar2
Nmdmc	Nmdmc	FBgn0010222	FBgn0010222	CG18466	3R	9050555	9042508	-1	NAD-dependent methylenetetrahydrofolate dehydrogenase	Nmdmc
Nmnat	Nmnat	FBgn0039254	FBgn0039254	CG13645	3R	24947400	24945237	1	Nicotinamide mononucleotide adenylyltransferase	Nmnat
Nmt	Nmt	FBgn0020392	FBgn0020392	CG7436	3L	8178429	8176135	-1	N-myristoyl transferase	Nmt
Nna1	Nna1	FBgn0265726	FBgn0265726	CG44533	X	13717835	13692292	1	Nna1 carboxypeptidase	Nna1
Nnf1a	Nnf1a	FBgn0034523	FBgn0034523	CG13434	2R	20587238	20586222	-1	Nnf1a	Nnf1a
Nnf1b	Nnf1b	FBgn0051658	FBgn0051658	CG31658	2L	811531	810577	1	Nnf1b	Nnf1b
Nnk	CG17802	FBgn0038549	FBgn0038549	CG17802	3R	17805249	17803225	-1	Nicknack	Nnk
Nnp-1	Nnp-1	FBgn0022069	FBgn0022069	CG12396	2L	13366189	13363308	-1	Nnp-1	Nnp-1
Noa36	Noa36	FBgn0026400	FBgn0026400	CG10009	3R	28599288	28598059	-1	Noa36	Noa36
Non1	Non1	FBgn0028473	FBgn0028473	CG8801	2R	9398734	9396265	-1	Novel nucleolar protein 1	Non1
Non2	Non2	FBgn0035370	FBgn0035370	CG1240	3L	2768392	2766999	1	Novel nucleolar protein 2	Non2
Non3	Non3	FBgn0038585	FBgn0038585	CG7993	3R	18224942	18223722	1	Novel nucleolar protein 3	Non3
Nop17l	Nop17l	FBgn0033224	FBgn0033224	CG1553	2R	7806385	7800785	-1	Nop17 like	Nop17l
Nop56	Nop56	FBgn0038964	FBgn0038964	CG13849	3R	22421068	22419095	-1	Nop56	Nop56
Nop60B	Nop60B	FBgn0259937	FBgn0259937	CG3333	2R	24186343	24174877	1	Nucleolar protein at 60B	Nop60B
Nopp140	Nopp140	FBgn0037137	FBgn0037137	CG7421	3L	21836685	21832774	1	Nopp140	Nopp140
Nost	Nost	FBgn0259734	FBgn0259734	CG42388	X	9054575	9030205	1	Nostrin	Nost
Not1	Not1	FBgn0085436	FBgn0085436	CG34407	2R	9579007	9566146	-1	Not1	Not1
Not10	Not10	FBgn0260444	FBgn0260444	CG18616	3R	12633188	12630647	1	CCR4-NOT transcription complex subunit 10	Not10
Not11	Not11	FBgn0034963	FBgn0034963	CG13567	2R	24037915	24036720	-1	CCR4-NOT transcription complex subunit 11	Not11
Not3	Not3	FBgn0033029	FBgn0033029	CG8426	2R	5663222	5656406	-1	CCR4-NOT transcription complex subunit 3	Not3
Notum	Notum	FBgn0044028	FBgn0044028	CG13076	3L	16032752	16023480	1	Notum	Notum
Nox	Nox	FBgn0085428	FBgn0085428	CG34399	2R	16316485	16307269	1	NADPH oxidase	Nox
Npc1a	Npc1a	FBgn0024320	FBgn0024320	CG5722	2L	10221216	10213812	-1	Niemann-Pick type C-1a	Npc1a
Npc1b	Npc1b	FBgn0261675	FBgn0261675	CG12092	X	20939503	20934869	1	Niemann-Pick type C-1b	Npc1b
Npc2a	Npc2a	FBgn0031381	FBgn0031381	CG7291	2L	1988940	1988290	1	Niemann-Pick type C-2a	Npc2a
Npc2b	Npc2b	FBgn0038198	FBgn0038198	CG3153	3R	14092425	14089517	1	Niemann-Pick type C-2b	Npc2b
Npc2e	Npc2e	FBgn0051410	FBgn0051410	CG31410	3R	10054348	10053332	1	Niemann-Pick type C-2e	Npc2e
Npc2f	Npc2f	FBgn0039154	FBgn0039154	CG6164	3R	24140936	24137895	1	Niemann-Pick type C-2f	Npc2f
Npc2g	Npc2g	FBgn0039800	FBgn0039800	CG11314	3R	30745263	30744605	-1	Niemann-Pick type C-2g	Npc2g
Npc2h	Npc2h	FBgn0039801	FBgn0039801	CG11315	3R	30746290	30745479	-1	Niemann-Pick type C-2h	Npc2h
Nph	Nph	FBgn0039735	FBgn0039735	CG7911	3R	30004861	30003681	-1	Nucleophosmin	Nph
Npl4	Npl4	FBgn0039348	FBgn0039348	CG4673	3R	25624662	25611013	-1	Nuclear protein localization 4	Npl4
Nplp1	Nplp1	FBgn0035092	FBgn0035092	CG3441	2R	25040377	25032377	1	Neuropeptide-like precursor 1	Nplp1
Nplp2	Nplp2	FBgn0287423	FBgn0287423	CG11051	3L	13357223	13356376	1	Neuropeptide-like precursor 2	Nplp2
Nplp3	Nplp3	FBgn0042201	FBgn0042201	CG13061	3L	16318690	16318024	1	Neuropeptide-like precursor 3	Nplp3
Nplp4	Nplp4	FBgn0040717	FBgn0040717	CG15361	2L	2009072	2008414	1	Neuropeptide-like precursor 4	Nplp4
Nprl2	Nprl2	FBgn0030800	FBgn0030800	CG9104	X	16884365	16882509	-1	Nitrogen permease regulator-like 2	Nprl2
Nprl3	Nprl3	FBgn0036397	FBgn0036397	CG8783	3L	14001880	13999380	-1	Nitrogen permease regulator-like 3	Nprl3
Nrd1	Nrd1	FBgn0030344	FBgn0030344	CG2025	X	11868893	11864651	-1	Nardilysin	Nrd1
Nrg	Nrg	FBgn0264975	FBgn0264975	CG1634	X	8555170	8517373	1	Neuroglian	Nrg
Nrk	Nrk	FBgn0020391	FBgn0020391	CG4007	2R	13163484	13160063	1	Neurospecific receptor kinase	Nrk
Nrt	Nrt	FBgn0004108	FBgn0004108	CG9704	3L	16777465	16766072	1	Neurotactin	Nrt
Nrx-1	Nrx-1	FBgn0038975	FBgn0038975	CG7050	3R	22486969	22468512	1	Neurexin 1	Nrx-1
Nrx-IV	Nrx-IV	FBgn0013997	FBgn0013997	CG6827	3L	12156990	12146519	1	Neurexin IV	Nrx-IV
Ns1	Ns1	FBgn0038473	FBgn0038473	CG3983	3R	17072675	17070523	-1	Nucleostemin 1	Ns1
Ns2	Ns2	FBgn0034243	FBgn0034243	CG6501	2R	17568456	17565779	-1	Nucleostemin 2	Ns2
Ns3	Ns3	FBgn0266284	FBgn0266284	CG14788	X	1464220	1461844	-1	Nucleostemin 3	Ns3
Ns4	Ns4	FBgn0032882	FBgn0032882	CG9320	2L	20754655	20752476	1	Nucleostemin 4	Ns4
Nse1	Nse1	FBgn0031848	FBgn0031848	CG11329	2L	6677625	6676649	-1	Non-SMC element 1	Nse1
Nse4	Nse4	FBgn0032251	FBgn0032251	CG13142	2L	10441047	10439440	1	Non-SMC element 4	Nse4
Nsf2	Nsf2	FBgn0266464	FBgn0266464	CG33101	3R	13837991	13833497	-1	N-ethylmaleimide-sensitive factor 2	Nsf2
Nsun2	Nsun2	FBgn0026079	FBgn0026079	CG6133	X	4113734	4111156	-1	NOP2-Sun domain family, member 2	Nsun2
Nsun5	Nsun5	FBgn0259704	FBgn0259704	CG42358	3R	19162300	19160099	-1	Nop2/Sun-like domain containing protein 5	Nsun5
Nt5a	CG2277	FBgn0035204	FBgn0035204	CG2277	3L	1307418	1304850	-1	5' nucleotidase A	Nt5a
Nt5b	CG32549	FBgn0052549	FBgn0052549	CG32549	X	18410144	18390498	-1	5' nucleotidase B	Nt5b
Nt5c	CG1814	FBgn0033426	FBgn0033426	CG1814	2R	9581847	9577427	1	5' nucleotidase C	Nt5c
NtR	NtR	FBgn0029147	FBgn0029147	CG6698	2R	22130184	22127808	1	NtR	NtR
Ntan1	SP2637	FBgn0034371	FBgn0034371	CG5473	2R	18658222	18640862	-1	N-terminal amidohydrolase 1	Ntan1
Ntf-2	Ntf-2	FBgn0031145	FBgn0031145	CG1740	X	21041467	21035469	1	Nuclear transport factor-2	Ntf-2
Ntf-2r	Ntf-2r	FBgn0032680	FBgn0032680	CG10174	2L	18455419	18454649	1	Nuclear transport factor-2-related	Ntf-2r
Ntmt	Ntmt	FBgn0033457	FBgn0033457	CG1675	2R	9867051	9865632	1	N-terminal methyltransferase	Ntmt
Nuak	CG43143	FBgn0262617	FBgn0262617	CG43143	3R	10308467	10264306	1	Nuak family kinase	Nuak
Nuf2	Nuf2	FBgn0031886	FBgn0031886	CG8902	2L	7065837	7064431	-1	Nuf2	Nuf2
Nufip	Nufip	FBgn0036812	FBgn0036812	CG4076	3L	18748367	18746611	-1	Nufip	Nufip
Nulp1	CG7927	FBgn0027549	FBgn0027549	CG7927	3L	8113406	8110368	1	Nuclear localized protein 1	Nulp1
Nup107	Nup107	FBgn0027868	FBgn0027868	CG6743	2L	10736071	10733293	-1	Nucleoporin 107kD	Nup107
Nup133	Nup133	FBgn0039004	FBgn0039004	CG6958	3R	22694772	22690607	1	Nucleoporin 133kD	Nup133
Nup153	Nup153	FBgn0061200	FBgn0061200	CG4453	X	16610459	16599241	1	Nucleoporin 153kD	Nup153
Nup154	Nup154	FBgn0021761	FBgn0021761	CG4579	2L	11010921	11004820	1	Nucleoporin 154kD	Nup154
Nup160	Nup160	FBgn0262647	FBgn0262647	CG4738	2L	11129335	11123777	1	Nucleoporin 160kD	Nup160
Nup188	CG8771	FBgn0033766	FBgn0033766	CG8771	2R	12686179	12679967	-1	Nucleoporin 188kDa	Nup188
Nup205	Nup205	FBgn0031078	FBgn0031078	CG11943	X	19859379	19852214	1	Nucleoporin 205kD	Nup205
Nup214	Nup214	FBgn0010660	FBgn0010660	CG3820	2R	22924742	22918937	-1	Nucleoporin 214kD	Nup214
Nup35	CG6540	FBgn0030943	FBgn0030943	CG6540	X	18649489	18648182	1	Nucleoporin 35kDa	Nup35
Nup358	Nup358	FBgn0039302	FBgn0039302	CG11856	3R	25258672	25249348	1	Nucleoporin 358kD	Nup358
Nup37	Nup37	FBgn0039301	FBgn0039301	CG11875	3R	25249100	25247658	1	Nucleoporin 37kD	Nup37
Nup43	Nup43	FBgn0038609	FBgn0038609	CG7671	3R	18367913	18366638	1	Nucleoporin 43kD	Nup43
Nup44A	Nup44A	FBgn0033247	FBgn0033247	CG8722	2R	7991283	7988462	1	Nucleoporin at 44A	Nup44A
Nup50	Nup50	FBgn0033264	FBgn0033264	CG2158	2R	8125058	8123036	1	Nucleoporin 50kD	Nup50
Nup54	Nup54	FBgn0033737	FBgn0033737	CG8831	2R	12431099	12428449	-1	Nucleoporin 54kD	Nup54
Nup58	Nup58	FBgn0038722	FBgn0038722	CG7360	3R	19646906	19645026	1	Nucleoporin 58kD	Nup58
Nup62	Nup62	FBgn0034118	FBgn0034118	CG6251	2R	16345828	16344377	1	Nucleoporin 62kD	Nup62
Nup75	Nup75	FBgn0034310	FBgn0034310	CG5733	2R	18167140	18164694	-1	Nucleoporin 75kD	Nup75
Nup93-1	Nup93-1	FBgn0027537	FBgn0027537	CG11092	X	13825910	13822826	1	Nucleoporin 93kD-1	Nup93-1
Nup93-2	Nup93-2	FBgn0038274	FBgn0038274	CG7262	3R	14898372	14895703	-1	Nucleoporin 93kD-2	Nup93-2
Nup98-96	Nup98-96	FBgn0039120	FBgn0039120	CG10198	3R	23781621	23774225	-1	Nucleoporin 98-96kD	Nup98-96
Nurf-38	Nurf-38	FBgn0016687	FBgn0016687	CG4634	2R	24561087	24558967	-1	Nucleosome remodeling factor - 38kD	Nurf-38
Nxf3	Nxf3	FBgn0263232	FBgn0263232	CG32135	3L	13973067	13965203	1	Nuclear export factor 3	Nxf3
Nxt1	Nxt1	FBgn0028411	FBgn0028411	CG12752	2R	23811974	23811321	-1	NTF2-related export protein 1	Nxt1
O-fut1	O-fut1	FBgn0033901	FBgn0033901	CG12366	2R	14163054	14161430	1	O-fucosyltransferase 1	O-fut1
O-fut2	O-fut2	FBgn0027791	FBgn0027791	CG14789	X	1465996	1464363	-1	O-fucosyltransferase 2	O-fut2
ORMDL	ORMDL	FBgn0037110	FBgn0037110	CG14577	3L	21636251	21635305	1	Orosomucoid 1-like	ORMDL
OS9	OS9	FBgn0042129	FBgn0042129	CG18806	2L	19966510	19965664	-1	Olfactory-specific 9	OS9
OSCP1	OSCP1	FBgn0033685	FBgn0033685	CG13178	2R	12144533	12143191	-1	Organic solute carrier partner 1	OSCP1
OXA1L	CG6404	FBgn0027615	FBgn0027615	CG6404	3L	10886471	10884261	-1	OXA1L mitochondrial inner membrane protein	OXA1L
Oamb	Oamb	FBgn0024944	FBgn0024944	CG3856	3R	20714577	20689018	-1	Octopamine receptor in mushroom bodies	Oamb
Oat	Oat	FBgn0022774	FBgn0022774	CG8782	3L	19649851	19647280	-1	Ornithine aminotransferase precursor	Oat
Oatp26F	Oatp26F	FBgn0051634	FBgn0051634	CG31634	2L	6632407	6625138	-1	Organic anion transporting polypeptide 26F	Oatp26F
Oatp30B	Oatp30B	FBgn0032123	FBgn0032123	CG3811	2L	9540060	9521210	1	Organic anion transporting polypeptide 30B	Oatp30B
Oatp33Ea	Oatp33Ea	FBgn0032433	FBgn0032433	CG5427	2L	12445924	12441401	-1	Organic anion transporting polypeptide 33Ea	Oatp33Ea
Oatp58Db	Oatp58Db	FBgn0034715	FBgn0034715	CG3382	2R	22223499	22221180	-1	Organic anion transporting polypeptide 58Db	Oatp58Db
Oatp58Dc	Oatp58Dc	FBgn0034716	FBgn0034716	CG3380	2R	22228574	22223681	-1	Organic anion transporting polypeptide 58Dc	Oatp58Dc
Oatp74D	Oatp74D	FBgn0036732	FBgn0036732	CG7571	3L	17511693	17487118	1	Organic anion transporting polypeptide 74D	Oatp74D
Obp18a	Obp18a	FBgn0030985	FBgn0030985	CG15883	X	19135868	19135081	-1	Odorant-binding protein 18a	Obp18a
Obp19a	Obp19a	FBgn0031109	FBgn0031109	CG11748	X	20416521	20415744	1	Odorant-binding protein 19a	Obp19a
Obp19c	Obp19c	FBgn0031111	FBgn0031111	CG15457	X	20418964	20417921	-1	Odorant-binding protein 19c	Obp19c
Obp19d	Obp19d	FBgn0011280	FBgn0011280	CG1668	X	20420979	20419613	1	Odorant-binding protein 19d	Obp19d
Obp22a	Obp22a	FBgn0043539	FBgn0043539	CG31941	2L	1992160	1991381	-1	Odorant-binding protein 22a	Obp22a
Obp28a	Obp28a	FBgn0011283	FBgn0011283	CG6641	2L	7497365	7496791	-1	Odorant-binding protein 28a	Obp28a
Obp44a	Obp44a	FBgn0033268	FBgn0033268	CG2297	2R	8135315	8134170	-1	Odorant-binding protein 44a	Obp44a
Obp47a	Obp47a	FBgn0033573	FBgn0033573	CG12944	2R	10910485	10909923	1	Odorant-binding protein 47a	Obp47a
Obp49a	Obp49a	FBgn0050052	FBgn0050052	CG30052	2R	12690955	12690059	-1	Odorant-binding protein 49a	Obp49a
Obp50e	Obp50e	FBgn0033931	FBgn0033931	CG13939	2R	14375385	14374462	-1	Odorant-binding protein 50e	Obp50e
Obp56a	Obp56a	FBgn0034468	FBgn0034468	CG11797	2R	19698508	19697723	1	Odorant-binding protein 56a	Obp56a
Obp56d	Obp56d	FBgn0034470	FBgn0034470	CG11218	2R	19703915	19702924	-1	Odorant-binding protein 56d	Obp56d
Obp56e	Obp56e	FBgn0034471	FBgn0034471	CG8462	2R	19712932	19712345	1	Odorant-binding protein 56e	Obp56e
Obp56g	Obp56g	FBgn0034474	FBgn0034474	CG13873	2R	19784043	19783484	-1	Odorant-binding protein 56g	Obp56g
Obp56h	Obp56h	FBgn0034475	FBgn0034475	CG13874	2R	19816204	19815554	1	Odorant-binding protein 56h	Obp56h
Obp57b	Obp57b	FBgn0043534	FBgn0043534	CG30142	2R	20505136	20504251	1	Odorant-binding protein 57b	Obp57b
Obp58b	Obp58b	FBgn0034768	FBgn0034768	CG13518	2R	22705639	22704704	1	Odorant-binding protein 58b	Obp58b
Obp59a	Obp59a	FBgn0034766	FBgn0034766	CG13517	2R	22703786	22702695	1	Odorant-binding protein 59a	Obp59a
Obp69a	Obp69a	FBgn0011279	FBgn0011279	CG10436	3L	12396957	12396171	1	Odorant-binding protein 69a	Obp69a
Obp73a	Obp73a	FBgn0036681	FBgn0036681	CG13027	3L	16954942	16944361	1	Odorant-binding protein 73a	Obp73a
Obp83a	Obp83a	FBgn0011281	FBgn0011281	CG11421	3R	5975245	5972155	-1	Odorant-binding protein 83a	Obp83a
Obp83b	Obp83b	FBgn0010403	FBgn0010403	CG11422	3R	5976817	5976177	-1	Odorant-binding protein 83b	Obp83b
Obp83cd	Obp83cd	FBgn0046878	FBgn0046878	CG15582	3R	6109733	6108134	1	Odorant-binding protein 83cd	Obp83cd
Obp83ef	Obp83ef	FBgn0046876	FBgn0046876	CG31557	3R	6111034	6109642	-1	Odorant-binding protein 83ef	Obp83ef
Obp83g	Obp83g	FBgn0046875	FBgn0046875	CG31558	3R	6112302	6111671	-1	Odorant-binding protein 83g	Obp83g
Obp85a	Obp85a	FBgn0037589	FBgn0037589	CG11732	3R	8420597	8419822	-1	Odorant-binding protein 85a	Obp85a
Obp8a	Obp8a	FBgn0030103	FBgn0030103	CG12665	X	9215699	9214876	1	Odorant-binding protein 8a	Obp8a
Obp99a	Obp99a	FBgn0039678	FBgn0039678	CG18111	3R	29672334	29671657	1	Odorant-binding protein 99a	Obp99a
Ocrl	Ocrl	FBgn0023508	FBgn0023508	CG3573	X	1927524	1922981	1	Oculocerebrorenal syndrome of Lowe	Ocrl
Oct-TyrR	Oct-TyrR	FBgn0004514	FBgn0004514	CG7485	3L	22065279	22035003	1	Octopamine-Tyramine receptor	Oct-TyrR
Octalpha2R	CG18208	FBgn0038653	FBgn0038653	CG18208	3R	18849224	18799280	-1	alpha2-adrenergic-like octopamine receptor	Octalpha2R
Octbeta1R	Octbeta1R	FBgn0038980	FBgn0038980	CG6919	3R	22520078	22497215	1	Octopamine beta1 receptor	Octbeta1R
Octbeta2R	Octbeta2R	FBgn0038063	FBgn0038063	CG33976	3R	12595725	12550625	-1	Octopamine beta2 receptor	Octbeta2R
Octbeta3R	Octbeta3R	FBgn0250910	FBgn0250910	CG42244	3R	12548229	12511570	-1	Octopamine beta3 receptor	Octbeta3R
Oda	Oda	FBgn0014184	FBgn0014184	CG16747	2R	12174264	12166295	-1	Ornithine decarboxylase antizyme	Oda
Odc1	Odc1	FBgn0013307	FBgn0013307	CG8721	2R	8006672	8004824	1	Ornithine decarboxylase 1	Odc1
Odj	Odj	FBgn0038551	FBgn0038551	CG7357	3R	17809222	17807407	-1	Oddjob	Odj
OdsH	OdsH	FBgn0026058	FBgn0026058	CG6352	X	17814011	17791010	1	Ods-site homeobox	OdsH
Oga	Oga	FBgn0038870	FBgn0038870	CG5871	3R	21222843	21219077	1	O-GlcNAcase	Oga
Ogdh	Nc73EF	FBgn0010352	FBgn0010352	CG11661	3L	16968724	16954822	1	Oxoglutarate dehydrogenase	Ogdh
Ogg1	Ogg1	FBgn0027864	FBgn0027864	CG1795	X	8691811	8690327	1	8-oxoguanine DNA glycosylase	Ogg1
Oli	Oli	FBgn0032651	FBgn0032651	CG5545	2L	17591267	17589184	1	Olig family	Oli
Opa1	Opa1	FBgn0261276	FBgn0261276	CG8479	2R	14235449	14230611	-1	Optic atrophy 1	Opa1
Opbp	Opbp	FBgn0050443	FBgn0050443	CG30443	2R	6655267	6653217	1	Optix-binding protein	Opbp
Optix	Optix	FBgn0025360	FBgn0025360	CG18455	2R	8042529	8031283	1	Optix	Optix
Or13a	Or13a	FBgn0030715	FBgn0030715	CG12697	X	15976706	15974425	1	Odorant receptor 13a	Or13a
Or1a	Or1a	FBgn0029521	FBgn0029521	CG17885	X	316566	315123	1	Odorant receptor 1a	Or1a
Or22c	Or22c	FBgn0026396	FBgn0026396	CG15377	2L	2057967	2054589	1	Odorant receptor 22c	Or22c
Or2a	Or2a	FBgn0023523	FBgn0023523	CG3206	X	2247567	2246231	1	Odorant receptor 2a	Or2a
Or35a	Or35a	FBgn0028946	FBgn0028946	CG17868	2L	15623558	15622068	-1	Odorant receptor 35a	Or35a
Or42b	Or42b	FBgn0033043	FBgn0033043	CG12754	2R	5798512	5797195	-1	Odorant receptor 42b	Or42b
Or43a	Or43a	FBgn0026389	FBgn0026389	CG1854	2R	7234913	7232840	-1	Odorant receptor 43a	Or43a
Or43b	Or43b	FBgn0026393	FBgn0026393	CG17853	2R	7922604	7920835	-1	Odorant receptor 43b	Or43b
Or45a	Or45a	FBgn0033404	FBgn0033404	CG1978	2R	9348863	9345349	1	Odorant receptor 45a	Or45a
Or45b	Or45b	FBgn0033422	FBgn0033422	CG12931	2R	9561068	9559598	1	Odorant receptor 45b	Or45b
Or46a	Or46a	FBgn0026388	FBgn0026388	CG33478	2R	10142074	10139264	1	Odorant receptor 46a	Or46a
Or49b	Or49b	FBgn0028963	FBgn0028963	CG17584	2R	12844704	12842665	1	Odorant receptor 49b	Or49b
Or63a	Or63a	FBgn0035382	FBgn0035382	CG9969	3L	2963788	2961534	1	Odorant receptor 63a	Or63a
Or65a	Or65a	FBgn0041625	FBgn0041625	CG32401	3L	6322098	6320611	1	Odorant receptor 65a	Or65a
Or67d	Or67d	FBgn0036080	FBgn0036080	CG14157	3L	10274624	10273204	1	Odorant receptor 67d	Or67d
Or71a	Or71a	FBgn0036474	FBgn0036474	CG17871	3L	15078447	15076907	-1	Odorant receptor 71a	Or71a
Or83a	Or83a	FBgn0037322	FBgn0037322	CG10612	3R	5399196	5397643	-1	Odorant receptor 83a	Or83a
Or88a	Or88a	FBgn0038203	FBgn0038203	CG14360	3R	14110823	14109445	1	Odorant receptor 88a	Or88a
Or94a	Or94a	FBgn0039033	FBgn0039033	CG17241	3R	22988503	22987281	1	Odorant receptor 94a	Or94a
Or9a	Or9a	FBgn0030204	FBgn0030204	CG15302	X	10459676	10458186	-1	Odorant receptor 9a	Or9a
Orai	olf186-F	FBgn0041585	FBgn0041585	CG11430	2R	17860582	17843442	1	Orai	Orai
Orc1	Orc1	FBgn0286788	FBgn0286788	CG10667	2R	7525716	7522437	-1	Origin recognition complex subunit 1	Orc1
Orc2	Orc2	FBgn0015270	FBgn0015270	CG3041	3R	13967075	13964885	1	Origin recognition complex subunit 2	Orc2
Orc4	Orc4	FBgn0023181	FBgn0023181	CG2917	2R	24797414	24795740	-1	Origin recognition complex subunit 4	Orc4
Orc5	Orc5	FBgn0015271	FBgn0015271	CG7833	2L	13831576	13829837	1	Origin recognition complex subunit 5	Orc5
Orc6	Orc6	FBgn0023180	FBgn0023180	CG1584	2R	9846485	9845458	-1	Origin recognition complex subunit 6	Orc6
Orcokinin	Orcokinin	FBgn0034935	FBgn0034935	CG13565	2R	23949076	23946959	-1	Orcokinin	Orcokinin
Orct	Orct	FBgn0019952	FBgn0019952	CG6331	3R	24278792	24276260	1	Organic cation transporter	Orct
Orct2	Orct2	FBgn0086365	FBgn0086365	CG13610	3R	24275728	24273029	1	Organic cation transporter 2	Orct2
Ork1	Ork1	FBgn0017561	FBgn0017561	CG1615	X	10891250	10878054	-1	Open rectifier K[+] channel 1	Ork1
Os-C	Os-C	FBgn0010401	FBgn0010401	CG3250	3R	7979614	7978959	1	Os-C	Os-C
Osbp	Osbp	FBgn0020626	FBgn0020626	CG6708	3R	24938222	24934869	-1	Oxysterol binding protein	Osbp
Oscillin	Oscillin	FBgn0031717	FBgn0031717	CG6957	2L	5549614	5547086	1	Oscillin	Oscillin
Oseg1	Oseg1	FBgn0265102	FBgn0265102	CG7161	3L	8412825	8407268	-1	Outer segment 1	Oseg1
Oseg2	Oseg2	FBgn0035317	FBgn0035317	CG13809	3L	2235253	2229646	1	Outer segment 2	Oseg2
Oseg4	Oseg4	FBgn0035264	FBgn0035264	CG2069	3L	1735767	1730993	-1	Outer segment 4	Oseg4
Oseg6	Oseg6	FBgn0034452	FBgn0034452	CG11237	2R	19491846	19487046	-1	Outer segment 6	Oseg6
Osi12	Osi12	FBgn0037419	FBgn0037419	CG1154	3R	6282495	6278531	1	Osiris 12	Osi12
Osi15	Osi15	FBgn0037424	FBgn0037424	CG1157	3R	6303653	6301804	1	Osiris 15	Osi15
Osi17	Osi17	FBgn0037427	FBgn0037427	CG15598	3R	6327308	6311772	1	Osiris 17	Osi17
Osi19	Osi19	FBgn0037429	FBgn0037429	CG15189	3R	6337196	6335362	1	Osiris 19	Osi19
Osi2	Osi2	FBgn0037410	FBgn0037410	CG1148	3R	6213493	6209373	1	Osiris 2	Osi2
Osi20	Osi20	FBgn0037430	FBgn0037430	CG15188	3R	6341424	6340095	1	Osiris 20	Osi20
Osi24	Osi24	FBgn0037409	FBgn0037409	CG15589	3R	6207678	6198811	1	Osiris 24	Osi24
Osi3	Osi3	FBgn0037411	FBgn0037411	CG1150	3R	6218199	6215832	1	Osiris 3	Osi3
Osi4	Osi4	FBgn0037412	FBgn0037412	CG10303	3R	6221781	6218318	-1	Osiris 4	Osi4
Osi5	Osi5	FBgn0037413	FBgn0037413	CG15590	3R	6228828	6227512	1	Osiris 5	Osi5
Osi6	Osi6	FBgn0027527	FBgn0027527	CG1151	3R	6237181	6234708	1	Osiris 6	Osi6
